node,degree,clustering_coefficient,degree_group
R_494505892,1,0.0,"(0.641, 36.8]"
R_248537383,1,0.0,"(0.641, 36.8]"
R_514024958,1,0.0,"(0.641, 36.8]"
R_22841549,1,0.0,"(0.641, 36.8]"
R_18174590,1,0.0,"(0.641, 36.8]"
R_159548561,1,0.0,"(0.641, 36.8]"
R_19330736,1,0.0,"(0.641, 36.8]"
R_251584398,1,0.0,"(0.641, 36.8]"
R_15785507,2,0.0,"(0.641, 36.8]"
R_53527070,1,0.0,"(0.641, 36.8]"
R_660782830,1,0.0,"(0.641, 36.8]"
R_197367072,1,0.0,"(0.641, 36.8]"
R_264999390,1,0.0,"(0.641, 36.8]"
R_204086862,1,0.0,"(0.641, 36.8]"
R_405898839,1,0.0,"(0.641, 36.8]"
R_336170831,1,0.0,"(0.641, 36.8]"
R_617891484,1,0.0,"(0.641, 36.8]"
R_693201231,1,0.0,"(0.641, 36.8]"
R_448111235,1,0.0,"(0.641, 36.8]"
R_571017556,1,0.0,"(0.641, 36.8]"
R_554376586,1,0.0,"(0.641, 36.8]"
R_524240295,1,0.0,"(0.641, 36.8]"
R_233563057,1,0.0,"(0.641, 36.8]"
R_49756018,1,0.0,"(0.641, 36.8]"
R_669267591,1,0.0,"(0.641, 36.8]"
R_414411552,1,0.0,"(0.641, 36.8]"
R_72685026,1,0.0,"(0.641, 36.8]"
R_391153869,2,1.0,"(0.641, 36.8]"
R_34533675,60,0.007344632768361582,"(36.8, 72.6]"
R_584668045,1,0.0,"(0.641, 36.8]"
R_580135126,1,0.0,"(0.641, 36.8]"
R_588622064,1,0.0,"(0.641, 36.8]"
R_396856161,66,0.006526806526806527,"(36.8, 72.6]"
R_124602093,1,0.0,"(0.641, 36.8]"
R_25719147,1,0.0,"(0.641, 36.8]"
R_366300218,1,0.0,"(0.641, 36.8]"
R_344893038,1,0.0,"(0.641, 36.8]"
R_710733215,1,0.0,"(0.641, 36.8]"
R_674820364,1,0.0,"(0.641, 36.8]"
R_407294153,1,0.0,"(0.641, 36.8]"
R_386788697,1,0.0,"(0.641, 36.8]"
R_417011402,1,0.0,"(0.641, 36.8]"
R_515238162,1,0.0,"(0.641, 36.8]"
R_491227630,1,0.0,"(0.641, 36.8]"
R_412102330,1,0.0,"(0.641, 36.8]"
R_357107303,1,0.0,"(0.641, 36.8]"
R_292853702,1,0.0,"(0.641, 36.8]"
R_21708754,1,0.0,"(0.641, 36.8]"
R_102390943,1,0.0,"(0.641, 36.8]"
R_723497381,1,0.0,"(0.641, 36.8]"
R_422359641,1,0.0,"(0.641, 36.8]"
R_64409189,1,0.0,"(0.641, 36.8]"
R_21540759,2,0.0,"(0.641, 36.8]"
R_248790367,1,0.0,"(0.641, 36.8]"
R_451990498,1,0.0,"(0.641, 36.8]"
R_279678961,1,0.0,"(0.641, 36.8]"
R_16019737,1,0.0,"(0.641, 36.8]"
R_148666822,1,0.0,"(0.641, 36.8]"
R_276304668,1,0.0,"(0.641, 36.8]"
R_563510952,1,0.0,"(0.641, 36.8]"
R_62142665,1,0.0,"(0.641, 36.8]"
R_30389634,1,0.0,"(0.641, 36.8]"
R_332819751,1,0.0,"(0.641, 36.8]"
R_77071454,1,0.0,"(0.641, 36.8]"
R_251420886,1,0.0,"(0.641, 36.8]"
R_37560288,1,0.0,"(0.641, 36.8]"
R_91054480,1,0.0,"(0.641, 36.8]"
R_578021174,1,0.0,"(0.641, 36.8]"
R_541433150,1,0.0,"(0.641, 36.8]"
R_585106802,1,0.0,"(0.641, 36.8]"
R_605618915,1,0.0,"(0.641, 36.8]"
R_21708091,1,0.0,"(0.641, 36.8]"
R_37308208,1,0.0,"(0.641, 36.8]"
R_653993822,1,0.0,"(0.641, 36.8]"
R_647557800,1,0.0,"(0.641, 36.8]"
R_28478401,1,0.0,"(0.641, 36.8]"
R_19618350,1,0.0,"(0.641, 36.8]"
R_28478420,1,0.0,"(0.641, 36.8]"
R_644900953,1,0.0,"(0.641, 36.8]"
R_95614931,58,0.0,"(36.8, 72.6]"
R_6007295,1,0.0,"(0.641, 36.8]"
R_10885469,1,0.0,"(0.641, 36.8]"
R_119272629,1,0.0,"(0.641, 36.8]"
R_56248127,1,0.0,"(0.641, 36.8]"
R_722414979,1,0.0,"(0.641, 36.8]"
R_9525,1,0.0,"(0.641, 36.8]"
R_329798491,1,0.0,"(0.641, 36.8]"
R_612044539,1,0.0,"(0.641, 36.8]"
R_644338428,1,0.0,"(0.641, 36.8]"
R_532844203,1,0.0,"(0.641, 36.8]"
R_645657466,1,0.0,"(0.641, 36.8]"
R_25174671,1,0.0,"(0.641, 36.8]"
R_611593442,1,0.0,"(0.641, 36.8]"
R_343648351,1,0.0,"(0.641, 36.8]"
R_634826982,1,0.0,"(0.641, 36.8]"
R_411502985,1,0.0,"(0.641, 36.8]"
R_293811116,1,0.0,"(0.641, 36.8]"
R_532842713,1,0.0,"(0.641, 36.8]"
R_605419213,1,0.0,"(0.641, 36.8]"
R_611593704,1,0.0,"(0.641, 36.8]"
R_594097958,1,0.0,"(0.641, 36.8]"
R_61728459,1,0.0,"(0.641, 36.8]"
R_1368195,1,0.0,"(0.641, 36.8]"
R_118498743,1,0.0,"(0.641, 36.8]"
R_434218673,1,0.0,"(0.641, 36.8]"
R_74385422,1,0.0,"(0.641, 36.8]"
R_74411440,1,0.0,"(0.641, 36.8]"
R_87146293,1,0.0,"(0.641, 36.8]"
R_87143129,1,0.0,"(0.641, 36.8]"
R_627735,1,0.0,"(0.641, 36.8]"
R_578085423,1,0.0,"(0.641, 36.8]"
R_18097275,1,0.0,"(0.641, 36.8]"
R_688065193,1,0.0,"(0.641, 36.8]"
R_694703339,1,0.0,"(0.641, 36.8]"
R_359494116,1,0.0,"(0.641, 36.8]"
R_22442659,1,0.0,"(0.641, 36.8]"
R_366922019,1,0.0,"(0.641, 36.8]"
R_359757377,1,0.0,"(0.641, 36.8]"
R_153315627,1,0.0,"(0.641, 36.8]"
R_39443258,2,0.0,"(0.641, 36.8]"
R_416232973,1,0.0,"(0.641, 36.8]"
R_416232706,1,0.0,"(0.641, 36.8]"
R_19101720,1,0.0,"(0.641, 36.8]"
R_51018409,1,0.0,"(0.641, 36.8]"
R_626830281,1,0.0,"(0.641, 36.8]"
R_364189600,1,0.0,"(0.641, 36.8]"
R_396867188,54,0.009084556254367574,"(36.8, 72.6]"
R_5103785,1,0.0,"(0.641, 36.8]"
R_17714713,2,0.0,"(0.641, 36.8]"
R_313091396,1,0.0,"(0.641, 36.8]"
R_191942768,1,0.0,"(0.641, 36.8]"
R_105672026,1,0.0,"(0.641, 36.8]"
R_383530539,1,0.0,"(0.641, 36.8]"
R_463209963,1,0.0,"(0.641, 36.8]"
R_543818184,1,0.0,"(0.641, 36.8]"
R_720603002,1,0.0,"(0.641, 36.8]"
R_7083240,8,0.17857142857142858,"(0.641, 36.8]"
R_572737300,1,0.0,"(0.641, 36.8]"
R_593569528,1,0.0,"(0.641, 36.8]"
R_148723815,1,0.0,"(0.641, 36.8]"
R_2394379,1,0.0,"(0.641, 36.8]"
R_402121073,1,0.0,"(0.641, 36.8]"
R_178738123,1,0.0,"(0.641, 36.8]"
R_129883659,2,0.0,"(0.641, 36.8]"
R_179258435,1,0.0,"(0.641, 36.8]"
R_1425437,1,0.0,"(0.641, 36.8]"
R_31261793,2,0.0,"(0.641, 36.8]"
R_26126838,1,0.0,"(0.641, 36.8]"
R_11262602,1,0.0,"(0.641, 36.8]"
R_218559411,1,0.0,"(0.641, 36.8]"
R_22959046,1,0.0,"(0.641, 36.8]"
R_23356570,1,0.0,"(0.641, 36.8]"
R_212459447,1,0.0,"(0.641, 36.8]"
R_69614928,1,0.0,"(0.641, 36.8]"
R_509766182,1,0.0,"(0.641, 36.8]"
R_3232106,1,0.0,"(0.641, 36.8]"
R_255546948,1,0.0,"(0.641, 36.8]"
R_556675372,1,0.0,"(0.641, 36.8]"
R_247111689,1,0.0,"(0.641, 36.8]"
R_24693026,1,0.0,"(0.641, 36.8]"
R_45832751,1,0.0,"(0.641, 36.8]"
R_95281387,1,0.0,"(0.641, 36.8]"
R_135356868,1,0.0,"(0.641, 36.8]"
R_1993762,1,0.0,"(0.641, 36.8]"
R_178964735,1,0.0,"(0.641, 36.8]"
R_85817267,1,0.0,"(0.641, 36.8]"
R_418276612,1,0.0,"(0.641, 36.8]"
R_209217594,1,0.0,"(0.641, 36.8]"
R_444784633,1,0.0,"(0.641, 36.8]"
R_8036854,1,0.0,"(0.641, 36.8]"
R_12079212,1,0.0,"(0.641, 36.8]"
R_31315021,37,0.0,"(36.8, 72.6]"
R_3072629,1,0.0,"(0.641, 36.8]"
R_34351530,1,0.0,"(0.641, 36.8]"
R_46122460,1,0.0,"(0.641, 36.8]"
R_137814779,1,0.0,"(0.641, 36.8]"
R_12550138,1,0.0,"(0.641, 36.8]"
R_37489525,1,0.0,"(0.641, 36.8]"
R_1020639,1,0.0,"(0.641, 36.8]"
R_24000265,1,0.0,"(0.641, 36.8]"
R_1372698,1,0.0,"(0.641, 36.8]"
R_13655592,1,0.0,"(0.641, 36.8]"
R_47711273,1,0.0,"(0.641, 36.8]"
R_873328,1,0.0,"(0.641, 36.8]"
R_2601923,1,0.0,"(0.641, 36.8]"
R_656493085,1,0.0,"(0.641, 36.8]"
R_42155092,1,0.0,"(0.641, 36.8]"
R_7895139,1,0.0,"(0.641, 36.8]"
R_9993757,1,0.0,"(0.641, 36.8]"
R_33146014,1,0.0,"(0.641, 36.8]"
R_9051843,1,0.0,"(0.641, 36.8]"
R_1915437,1,0.0,"(0.641, 36.8]"
R_7444861,1,0.0,"(0.641, 36.8]"
R_18891741,1,0.0,"(0.641, 36.8]"
R_542714,50,0.004081632653061225,"(36.8, 72.6]"
R_62112810,1,0.0,"(0.641, 36.8]"
R_8926444,1,0.0,"(0.641, 36.8]"
R_676646151,1,0.0,"(0.641, 36.8]"
R_737030210,1,0.0,"(0.641, 36.8]"
R_278640104,1,0.0,"(0.641, 36.8]"
R_35890081,1,0.0,"(0.641, 36.8]"
R_904641,1,0.0,"(0.641, 36.8]"
R_450466230,1,0.0,"(0.641, 36.8]"
R_430633055,1,0.0,"(0.641, 36.8]"
R_715965633,1,0.0,"(0.641, 36.8]"
R_17620347,1,0.0,"(0.641, 36.8]"
R_666163354,1,0.0,"(0.641, 36.8]"
R_336298167,1,0.0,"(0.641, 36.8]"
R_229145432,1,0.0,"(0.641, 36.8]"
R_609977280,1,0.0,"(0.641, 36.8]"
R_603580711,1,0.0,"(0.641, 36.8]"
R_62124667,1,0.0,"(0.641, 36.8]"
R_113701924,1,0.0,"(0.641, 36.8]"
R_90299507,2,0.0,"(0.641, 36.8]"
R_116995448,2,0.0,"(0.641, 36.8]"
R_6438280,1,0.0,"(0.641, 36.8]"
R_147069330,1,0.0,"(0.641, 36.8]"
R_40276274,1,0.0,"(0.641, 36.8]"
R_961487,1,0.0,"(0.641, 36.8]"
R_381666251,1,0.0,"(0.641, 36.8]"
R_390324364,1,0.0,"(0.641, 36.8]"
R_601058002,1,0.0,"(0.641, 36.8]"
R_224674233,1,0.0,"(0.641, 36.8]"
R_684595721,1,0.0,"(0.641, 36.8]"
R_665583256,1,0.0,"(0.641, 36.8]"
R_420110427,1,0.0,"(0.641, 36.8]"
R_441658598,1,0.0,"(0.641, 36.8]"
R_15345331,2,0.0,"(0.641, 36.8]"
R_75244322,1,0.0,"(0.641, 36.8]"
R_1050944,46,0.001932367149758454,"(36.8, 72.6]"
R_1059430,1,0.0,"(0.641, 36.8]"
R_121554427,1,0.0,"(0.641, 36.8]"
R_83803176,1,0.0,"(0.641, 36.8]"
R_27546391,1,0.0,"(0.641, 36.8]"
R_990281,1,0.0,"(0.641, 36.8]"
R_22608597,1,0.0,"(0.641, 36.8]"
R_287015918,1,0.0,"(0.641, 36.8]"
R_115191628,1,0.0,"(0.641, 36.8]"
R_26311145,1,0.0,"(0.641, 36.8]"
R_400786610,1,0.0,"(0.641, 36.8]"
R_573788038,1,0.0,"(0.641, 36.8]"
R_237360465,1,0.0,"(0.641, 36.8]"
R_23235250,1,0.0,"(0.641, 36.8]"
R_35699660,1,0.0,"(0.641, 36.8]"
R_3894929,1,0.0,"(0.641, 36.8]"
R_199041238,1,0.0,"(0.641, 36.8]"
R_3626075,1,0.0,"(0.641, 36.8]"
R_198802259,1,0.0,"(0.641, 36.8]"
R_256256737,1,0.0,"(0.641, 36.8]"
R_1539978,1,0.0,"(0.641, 36.8]"
R_15389347,1,0.0,"(0.641, 36.8]"
R_11369509,1,0.0,"(0.641, 36.8]"
R_144987904,1,0.0,"(0.641, 36.8]"
R_252494861,1,0.0,"(0.641, 36.8]"
R_21052744,1,0.0,"(0.641, 36.8]"
R_195088274,1,0.0,"(0.641, 36.8]"
R_46712849,1,0.0,"(0.641, 36.8]"
R_276293034,28,0.005291005291005291,"(0.641, 36.8]"
R_553234221,1,0.0,"(0.641, 36.8]"
R_581698190,1,0.0,"(0.641, 36.8]"
R_484765387,1,0.0,"(0.641, 36.8]"
R_318476701,1,0.0,"(0.641, 36.8]"
R_243668393,1,0.0,"(0.641, 36.8]"
R_276293992,1,0.0,"(0.641, 36.8]"
R_398329217,1,0.0,"(0.641, 36.8]"
R_689504627,1,0.0,"(0.641, 36.8]"
R_375027048,1,0.0,"(0.641, 36.8]"
R_609872448,1,0.0,"(0.641, 36.8]"
R_611057711,1,0.0,"(0.641, 36.8]"
R_611060844,1,0.0,"(0.641, 36.8]"
R_890377,1,0.0,"(0.641, 36.8]"
R_117906003,1,0.0,"(0.641, 36.8]"
R_174378326,1,0.0,"(0.641, 36.8]"
R_397996130,2,1.0,"(0.641, 36.8]"
R_652800084,1,0.0,"(0.641, 36.8]"
R_1062897,1,0.0,"(0.641, 36.8]"
R_6498492,1,0.0,"(0.641, 36.8]"
R_584621292,1,0.0,"(0.641, 36.8]"
R_601496278,1,0.0,"(0.641, 36.8]"
R_575954792,1,0.0,"(0.641, 36.8]"
R_161951219,1,0.0,"(0.641, 36.8]"
R_141376301,26,0.024615384615384615,"(0.641, 36.8]"
R_137855319,1,0.0,"(0.641, 36.8]"
R_144999365,1,0.0,"(0.641, 36.8]"
R_641818425,1,0.0,"(0.641, 36.8]"
R_623371578,1,0.0,"(0.641, 36.8]"
R_296547184,1,0.0,"(0.641, 36.8]"
R_574468978,1,0.0,"(0.641, 36.8]"
R_136806005,1,0.0,"(0.641, 36.8]"
R_26579900,1,0.0,"(0.641, 36.8]"
R_66783467,1,0.0,"(0.641, 36.8]"
R_81810486,2,0.0,"(0.641, 36.8]"
R_488802963,2,0.0,"(0.641, 36.8]"
R_139543029,1,0.0,"(0.641, 36.8]"
R_423691236,1,0.0,"(0.641, 36.8]"
R_99412308,1,0.0,"(0.641, 36.8]"
R_697976,1,0.0,"(0.641, 36.8]"
R_139545213,1,0.0,"(0.641, 36.8]"
R_660776503,83,0.004407875404055245,"(72.6, 108.4]"
R_520058706,1,0.0,"(0.641, 36.8]"
R_39265047,1,0.0,"(0.641, 36.8]"
R_283046497,1,0.0,"(0.641, 36.8]"
R_432844875,4,0.0,"(0.641, 36.8]"
R_14243858,1,0.0,"(0.641, 36.8]"
R_163853205,1,0.0,"(0.641, 36.8]"
R_558211706,1,0.0,"(0.641, 36.8]"
R_184734634,1,0.0,"(0.641, 36.8]"
R_191937949,1,0.0,"(0.641, 36.8]"
R_30951894,1,0.0,"(0.641, 36.8]"
R_1458923,1,0.0,"(0.641, 36.8]"
R_128693525,1,0.0,"(0.641, 36.8]"
R_184955020,1,0.0,"(0.641, 36.8]"
R_3535411,1,0.0,"(0.641, 36.8]"
R_203267660,1,0.0,"(0.641, 36.8]"
R_140053781,1,0.0,"(0.641, 36.8]"
R_343668846,1,0.0,"(0.641, 36.8]"
R_126914245,1,0.0,"(0.641, 36.8]"
R_2112962,1,0.0,"(0.641, 36.8]"
R_105712749,1,0.0,"(0.641, 36.8]"
R_584503581,1,0.0,"(0.641, 36.8]"
R_54445829,1,0.0,"(0.641, 36.8]"
R_103706410,1,0.0,"(0.641, 36.8]"
R_164789751,1,0.0,"(0.641, 36.8]"
R_151846403,1,0.0,"(0.641, 36.8]"
R_60106395,1,0.0,"(0.641, 36.8]"
R_242754476,1,0.0,"(0.641, 36.8]"
R_707276837,1,0.0,"(0.641, 36.8]"
R_466440406,1,0.0,"(0.641, 36.8]"
R_480239936,1,0.0,"(0.641, 36.8]"
R_707282555,1,0.0,"(0.641, 36.8]"
R_674014858,1,0.0,"(0.641, 36.8]"
R_451686445,1,0.0,"(0.641, 36.8]"
R_278745987,1,0.0,"(0.641, 36.8]"
R_617774068,1,0.0,"(0.641, 36.8]"
R_713558891,1,0.0,"(0.641, 36.8]"
R_607441698,25,0.0033333333333333335,"(0.641, 36.8]"
R_413873228,1,0.0,"(0.641, 36.8]"
R_628729877,1,0.0,"(0.641, 36.8]"
R_444867182,1,0.0,"(0.641, 36.8]"
R_694565231,1,0.0,"(0.641, 36.8]"
R_658219396,1,0.0,"(0.641, 36.8]"
R_648737525,1,0.0,"(0.641, 36.8]"
R_423712737,1,0.0,"(0.641, 36.8]"
R_698767645,1,0.0,"(0.641, 36.8]"
R_530655405,1,0.0,"(0.641, 36.8]"
R_13524719,1,0.0,"(0.641, 36.8]"
R_265902625,2,0.0,"(0.641, 36.8]"
R_28738447,4,0.0,"(0.641, 36.8]"
R_91593042,3,0.0,"(0.641, 36.8]"
R_91611782,1,0.0,"(0.641, 36.8]"
R_619983228,1,0.0,"(0.641, 36.8]"
R_372536760,38,0.059743954480796585,"(36.8, 72.6]"
R_416144775,1,0.0,"(0.641, 36.8]"
R_433738623,1,0.0,"(0.641, 36.8]"
R_155941061,1,0.0,"(0.641, 36.8]"
R_463144212,1,0.0,"(0.641, 36.8]"
R_447154263,1,0.0,"(0.641, 36.8]"
R_593066208,1,0.0,"(0.641, 36.8]"
R_412357715,1,0.0,"(0.641, 36.8]"
R_223268020,1,0.0,"(0.641, 36.8]"
R_522386929,1,0.0,"(0.641, 36.8]"
R_372536503,1,0.0,"(0.641, 36.8]"
R_730106711,1,0.0,"(0.641, 36.8]"
R_451415113,1,0.0,"(0.641, 36.8]"
R_480080,1,0.0,"(0.641, 36.8]"
R_655973045,1,0.0,"(0.641, 36.8]"
R_206417,47,0.0,"(36.8, 72.6]"
R_15993618,1,0.0,"(0.641, 36.8]"
R_6393199,1,0.0,"(0.641, 36.8]"
R_15993609,1,0.0,"(0.641, 36.8]"
R_87245701,1,0.0,"(0.641, 36.8]"
R_15993612,1,0.0,"(0.641, 36.8]"
R_5317395,1,0.0,"(0.641, 36.8]"
R_39759972,1,0.0,"(0.641, 36.8]"
R_729425251,1,0.0,"(0.641, 36.8]"
R_285669400,1,0.0,"(0.641, 36.8]"
R_15993599,1,0.0,"(0.641, 36.8]"
R_15993616,1,0.0,"(0.641, 36.8]"
R_680799,1,0.0,"(0.641, 36.8]"
R_15993613,1,0.0,"(0.641, 36.8]"
R_38525117,1,0.0,"(0.641, 36.8]"
R_606787132,1,0.0,"(0.641, 36.8]"
R_214996328,1,0.0,"(0.641, 36.8]"
R_12080551,1,0.0,"(0.641, 36.8]"
R_1670832,1,0.0,"(0.641, 36.8]"
R_388225543,1,0.0,"(0.641, 36.8]"
R_102025276,1,0.0,"(0.641, 36.8]"
R_657892633,1,0.0,"(0.641, 36.8]"
R_8226650,1,0.0,"(0.641, 36.8]"
R_380305028,1,0.0,"(0.641, 36.8]"
R_335831903,1,0.0,"(0.641, 36.8]"
R_144073539,1,0.0,"(0.641, 36.8]"
R_329451761,1,0.0,"(0.641, 36.8]"
R_10176240,1,0.0,"(0.641, 36.8]"
R_237547093,1,0.0,"(0.641, 36.8]"
R_231268,1,0.0,"(0.641, 36.8]"
R_39842065,1,0.0,"(0.641, 36.8]"
R_337986406,1,0.0,"(0.641, 36.8]"
R_374927,2,0.0,"(0.641, 36.8]"
R_16795933,1,0.0,"(0.641, 36.8]"
R_370488914,1,0.0,"(0.641, 36.8]"
R_119818775,1,0.0,"(0.641, 36.8]"
R_724712326,1,0.0,"(0.641, 36.8]"
R_42244830,1,0.0,"(0.641, 36.8]"
R_623536067,1,0.0,"(0.641, 36.8]"
R_645077934,1,0.0,"(0.641, 36.8]"
R_108764455,1,0.0,"(0.641, 36.8]"
R_440884432,1,0.0,"(0.641, 36.8]"
R_2339555,1,0.0,"(0.641, 36.8]"
R_616230792,1,0.0,"(0.641, 36.8]"
R_595672011,1,0.0,"(0.641, 36.8]"
R_722956234,1,0.0,"(0.641, 36.8]"
R_252522672,1,0.0,"(0.641, 36.8]"
R_102534028,1,0.0,"(0.641, 36.8]"
R_97556265,1,0.0,"(0.641, 36.8]"
R_146459443,23,0.0,"(0.641, 36.8]"
R_257145326,1,0.0,"(0.641, 36.8]"
R_409808684,1,0.0,"(0.641, 36.8]"
R_172799788,1,0.0,"(0.641, 36.8]"
R_205966957,1,0.0,"(0.641, 36.8]"
R_345321678,1,0.0,"(0.641, 36.8]"
R_195927552,1,0.0,"(0.641, 36.8]"
R_214361893,1,0.0,"(0.641, 36.8]"
R_590792931,1,0.0,"(0.641, 36.8]"
R_222364980,1,0.0,"(0.641, 36.8]"
R_257933864,1,0.0,"(0.641, 36.8]"
R_605568634,1,0.0,"(0.641, 36.8]"
R_317173754,1,0.0,"(0.641, 36.8]"
R_427717011,1,0.0,"(0.641, 36.8]"
R_437782928,1,0.0,"(0.641, 36.8]"
R_646539567,1,0.0,"(0.641, 36.8]"
R_357524436,1,0.0,"(0.641, 36.8]"
R_230737113,1,0.0,"(0.641, 36.8]"
R_7590000,1,0.0,"(0.641, 36.8]"
R_47973088,15,0.06666666666666667,"(0.641, 36.8]"
R_87289313,1,0.0,"(0.641, 36.8]"
R_74659399,1,0.0,"(0.641, 36.8]"
R_69579420,1,0.0,"(0.641, 36.8]"
R_103506984,1,0.0,"(0.641, 36.8]"
R_701355546,1,0.0,"(0.641, 36.8]"
R_696522821,1,0.0,"(0.641, 36.8]"
R_305513242,13,0.0,"(0.641, 36.8]"
R_187269923,2,0.0,"(0.641, 36.8]"
R_573587193,1,0.0,"(0.641, 36.8]"
R_305514104,1,0.0,"(0.641, 36.8]"
R_607714334,1,0.0,"(0.641, 36.8]"
R_289076255,1,0.0,"(0.641, 36.8]"
R_1468280,1,0.0,"(0.641, 36.8]"
R_353791258,1,0.0,"(0.641, 36.8]"
R_1807659,1,0.0,"(0.641, 36.8]"
R_15176189,1,0.0,"(0.641, 36.8]"
R_171486120,1,0.0,"(0.641, 36.8]"
R_43973779,1,0.0,"(0.641, 36.8]"
R_261032128,1,0.0,"(0.641, 36.8]"
R_7427613,1,0.0,"(0.641, 36.8]"
R_4067434,1,0.0,"(0.641, 36.8]"
R_158906962,1,0.0,"(0.641, 36.8]"
R_8843683,1,0.0,"(0.641, 36.8]"
R_7563814,1,0.0,"(0.641, 36.8]"
R_520096046,15,0.0,"(0.641, 36.8]"
R_321960447,1,0.0,"(0.641, 36.8]"
R_528806629,1,0.0,"(0.641, 36.8]"
R_673596675,1,0.0,"(0.641, 36.8]"
R_503800558,1,0.0,"(0.641, 36.8]"
R_390536799,1,0.0,"(0.641, 36.8]"
R_565730722,1,0.0,"(0.641, 36.8]"
R_564181035,1,0.0,"(0.641, 36.8]"
R_348789764,1,0.0,"(0.641, 36.8]"
R_563014005,1,0.0,"(0.641, 36.8]"
R_533543004,1,0.0,"(0.641, 36.8]"
R_31976266,5,0.0,"(0.641, 36.8]"
R_24195339,1,0.0,"(0.641, 36.8]"
R_420965027,23,0.05533596837944664,"(0.641, 36.8]"
R_539278717,1,0.0,"(0.641, 36.8]"
R_493884806,1,0.0,"(0.641, 36.8]"
R_548349609,1,0.0,"(0.641, 36.8]"
R_671825406,1,0.0,"(0.641, 36.8]"
R_574008360,1,0.0,"(0.641, 36.8]"
R_600047029,1,0.0,"(0.641, 36.8]"
R_47854924,1,0.0,"(0.641, 36.8]"
R_254351989,2,0.0,"(0.641, 36.8]"
R_493522583,1,0.0,"(0.641, 36.8]"
R_173454206,1,0.0,"(0.641, 36.8]"
R_20101515,1,0.0,"(0.641, 36.8]"
R_470873369,1,0.0,"(0.641, 36.8]"
R_712225029,1,0.0,"(0.641, 36.8]"
R_10247874,1,0.0,"(0.641, 36.8]"
R_462937884,1,0.0,"(0.641, 36.8]"
R_4298283,1,0.0,"(0.641, 36.8]"
R_404086694,1,0.0,"(0.641, 36.8]"
R_792993396,1,0.0,"(0.641, 36.8]"
R_495451270,1,0.0,"(0.641, 36.8]"
R_338771983,1,0.0,"(0.641, 36.8]"
R_640183,1,0.0,"(0.641, 36.8]"
R_33539450,1,0.0,"(0.641, 36.8]"
R_601811994,1,0.0,"(0.641, 36.8]"
R_11362278,1,0.0,"(0.641, 36.8]"
R_635693873,1,0.0,"(0.641, 36.8]"
R_49937981,1,0.0,"(0.641, 36.8]"
R_599766045,1,0.0,"(0.641, 36.8]"
R_60374819,1,0.0,"(0.641, 36.8]"
R_202936427,1,0.0,"(0.641, 36.8]"
R_20388420,1,0.0,"(0.641, 36.8]"
R_124564425,1,0.0,"(0.641, 36.8]"
R_216207542,1,0.0,"(0.641, 36.8]"
R_423942690,1,0.0,"(0.641, 36.8]"
R_5947247,1,0.0,"(0.641, 36.8]"
R_1362764,1,0.0,"(0.641, 36.8]"
R_34138622,1,0.0,"(0.641, 36.8]"
R_85508223,1,0.0,"(0.641, 36.8]"
R_3080628,1,0.0,"(0.641, 36.8]"
R_11002815,1,0.0,"(0.641, 36.8]"
R_323751403,1,0.0,"(0.641, 36.8]"
R_516747253,1,0.0,"(0.641, 36.8]"
R_123345344,1,0.0,"(0.641, 36.8]"
R_79510167,1,0.0,"(0.641, 36.8]"
R_59305491,1,0.0,"(0.641, 36.8]"
R_667764268,1,0.0,"(0.641, 36.8]"
R_54005538,15,0.01904761904761905,"(0.641, 36.8]"
R_107775870,1,0.0,"(0.641, 36.8]"
R_106402526,1,0.0,"(0.641, 36.8]"
R_260167348,1,0.0,"(0.641, 36.8]"
R_937976,1,0.0,"(0.641, 36.8]"
R_527061453,1,0.0,"(0.641, 36.8]"
R_27729171,1,0.0,"(0.641, 36.8]"
R_46420463,1,0.0,"(0.641, 36.8]"
R_602329911,1,0.0,"(0.641, 36.8]"
R_101325844,1,0.0,"(0.641, 36.8]"
R_510607652,54,0.001397624039133473,"(36.8, 72.6]"
R_244554606,1,0.0,"(0.641, 36.8]"
R_510463319,1,0.0,"(0.641, 36.8]"
R_72495579,1,0.0,"(0.641, 36.8]"
R_680533087,1,0.0,"(0.641, 36.8]"
R_72888736,1,0.0,"(0.641, 36.8]"
R_126250425,1,0.0,"(0.641, 36.8]"
R_664700615,1,0.0,"(0.641, 36.8]"
R_73500647,1,0.0,"(0.641, 36.8]"
R_313250436,1,0.0,"(0.641, 36.8]"
R_4925652,1,0.0,"(0.641, 36.8]"
R_690638724,1,0.0,"(0.641, 36.8]"
R_76064827,1,0.0,"(0.641, 36.8]"
R_519728947,1,0.0,"(0.641, 36.8]"
R_479773469,1,0.0,"(0.641, 36.8]"
R_55637575,1,0.0,"(0.641, 36.8]"
R_10691398,1,0.0,"(0.641, 36.8]"
R_18785884,1,0.0,"(0.641, 36.8]"
R_200030123,1,0.0,"(0.641, 36.8]"
R_31504491,1,0.0,"(0.641, 36.8]"
R_673127966,1,0.0,"(0.641, 36.8]"
R_538316309,1,0.0,"(0.641, 36.8]"
R_8825137,1,0.0,"(0.641, 36.8]"
R_609056915,2,0.0,"(0.641, 36.8]"
R_721643065,1,0.0,"(0.641, 36.8]"
R_184484074,1,0.0,"(0.641, 36.8]"
R_434827479,1,0.0,"(0.641, 36.8]"
R_650326368,1,0.0,"(0.641, 36.8]"
